,HeadYaw,HeadPitch,LShoulderPitch,LShoulderRoll,LElbowYaw,LElbowRoll,LWristYaw,RShoulderPitch,RShoulderRoll,RElbowYaw,RElbowRoll,RWristYaw,LHipYawPitch,LHipRoll,LHipPitch,LKneePitch,LAnklePitch,LAnkleRoll,RHipYawPitch,RHipRoll,RHipPitch,RKneePitch,RAnklePitch,RAnkleRoll,LHand,RHand
10,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
11,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
12,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
13,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
14,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
15,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
16,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
17,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
18,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
19,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
20,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
21,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
22,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
23,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
24,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
25,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
26,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
27,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
28,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
29,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
30,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
31,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
32,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
33,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
34,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
35,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
36,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
37,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
38,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
39,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
40,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
41,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
42,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
43,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
44,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
45,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
46,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
47,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
48,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
49,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
50,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
51,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
52,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
53,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
54,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
55,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
56,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
57,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
58,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
59,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
60,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
61,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
62,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
63,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
64,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
65,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
66,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
67,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
68,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
69,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
70,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
71,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
72,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
73,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
74,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
75,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
76,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
77,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
78,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
79,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
80,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
81,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
82,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
83,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
84,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
85,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
86,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
87,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
88,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
89,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
90,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
91,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
92,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
93,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
94,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
95,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
96,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
97,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
98,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
99,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
100,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
101,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
102,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
103,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
104,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
105,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
106,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
107,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
108,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
109,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
110,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
111,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
112,0.0,-0.15,1.6,0.45,-0.5,-0.5,-1.3,1.6,-0.4500000000000001,0.5,0.5,1.3,0.0,0.2,0.0,0.15,-0.15,-0.2,0.0,-0.2,0.0,0.15,-0.15,0.2,0.5,0.5
